DATAFLOW,LAST UPDATE,freq,meat,meatitem,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2012-12,73.66,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-01,72.17,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-02,58.86,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-03,58.86,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-04,58.73,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-05,58.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-06,54.64,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-07,62.96,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-08,60.83,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-09,65.09,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-10,67.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-11,62.28,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2013-12,64.63,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-01,57.69,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-02,44.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-03,42.66,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-04,44.69,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-05,47.81,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-06,47.31,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-07,55.03,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-08,46.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-09,53.83,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-10,57.41,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-11,50.43,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2014-12,60.07,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-01,55.17,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-02,51.62,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-03,58.25,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-04,51.57,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-05,53.55,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-06,57.22,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-07,57.82,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-08,56.98,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-09,59.81,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-10,58.67,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-11,61.01,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2015-12,62.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-01,55.77,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-02,53.14,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-03,56.02,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-04,52.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-05,56.87,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-06,56.81,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-07,57.23,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-08,59.95,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-09,62.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-10,64.46,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-11,59.22,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2016-12,65.66,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-01,53.53,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-02,49.14,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-03,53.95,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-04,47.52,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-05,52.31,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-06,55.03,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-07,57.61,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-08,56.19,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-09,55.99,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-10,57.12,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-11,54.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2017-12,58.69,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-01,58.01,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-02,53.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-03,59.54,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-04,53.44,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-05,58.15,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-06,53.03,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-07,58.42,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-08,66.48,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-09,63.87,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-10,66.48,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-11,63.97,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2018-12,61.43,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-01,56.79,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-02,51.14,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-03,56.49,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-04,56.94,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-05,54.31,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-06,49.08,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-07,60.69,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-08,57.47,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-09,63.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-10,63.03,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-11,59.27,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2019-12,60.15,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-01,56.23,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-02,53.14,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-03,54.07,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-04,47.76,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-05,52.08,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-06,53.87,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-07,54.59,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-08,52.08,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-09,56.02,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-10,59.79,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-11,50.15,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2020-12,62.37,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-01,49.14,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-02,51.34,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-03,59.53,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-04,52.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-05,48.08,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-06,51.58,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-07,55.91,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-08,54.35,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-09,58.72,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-10,55.91,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-11,57.87,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2021-12,66.43,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2022-01,51.38,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B1200,SL,THS_T,IT,2022-02,51.72,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-01,13.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-02,11.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-03,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-04,11.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-05,13.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-06,10.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-07,10.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-08,13.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-09,11.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-10,13.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-11,12.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1973-12,10.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-01,13.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-02,11.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-03,11.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-04,12.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-05,12.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-06,10.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-07,11.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-08,10.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-09,10.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-10,11.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-11,9.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1974-12,8.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-01,8.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-02,7.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-03,7.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-04,8.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-05,7.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-06,6.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-07,8.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-08,7.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-09,9.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-10,9.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-11,8.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1975-12,9.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-01,9.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-02,8.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-03,9.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-04,9.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-05,9.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-06,9.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-07,9.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-08,11.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-09,12.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-10,11.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-11,12.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1976-12,10.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-01,10.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-02,10.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-03,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-04,10.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-05,10.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-06,10.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-07,9.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-08,11.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-09,11.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-10,10.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-11,10.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1977-12,10.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-01,10.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-02,9.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-03,10.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-04,10.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-05,11.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-06,10.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-07,10.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-08,11.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-09,11.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-10,12.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-11,12.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1978-12,10.40,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-01,14.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-02,11.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-03,11.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-04,11.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-05,14.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-06,11.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-07,11.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-08,14.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-09,12.50,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-10,15.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-11,12.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1979-12,10.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-01,14.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-02,12.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-03,11.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-04,12.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-05,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-06,11.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-07,13.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-08,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-09,12.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-10,13.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-11,12.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1980-12,12.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-01,13.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-02,11.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-03,12.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-04,11.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-05,11.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-06,12.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-07,13.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-08,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-09,13.90,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-10,13.00,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-11,12.30,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1981-12,11.60,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1982-01,11.70,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1982-02,11.80,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1982-03,13.20,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1982-04,12.10,
ESTAT:APRO_MT_PWGTM(1.0),29/04/22 23:00:00,M,B3100,SL,THS_T,IE,1982-05,11.90,
